playerShort,player,club,leagueCountry,birthday,height,weight,position,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,english,german,french,spanish,birthYear
simon-jentzsch,Simon Jentzsch,FC Augsburg,Germany,04.05.1976,196.0,96.0,Goalkeeper,0.25,462,178,109,175,0,25,0,1,0,1,0,0,1976
simon-kjaer,Simon Kjær,VfL Wolfsburg,Germany,26.03.1989,190.0,82.0,Center Back,0.0,244,107,63,74,10,44,1,1,0,1,0,0,1989
simon-pouplin,Simon Pouplin,FC Sochaux,France,28.05.1985,185.0,78.0,Goalkeeper,0.25,203,74,51,78,0,11,0,0,0,0,1,0,1985
simon-rolfes,Simon Rolfes,Bayer Leverkusen,Germany,21.01.1982,191.0,83.0,Defensive Midfielder,0.0,501,241,100,160,67,40,0,1,0,1,0,0,1982
siqueira, Siqueira,Granada CF,Spain,28.04.1986,184.0,76.0,Left Midfielder,0.0,180,71,44,65,15,32,6,1,0,0,0,1,1986
sisi, Sisi,CA Osasuna,Spain,22.04.1986,168.0,68.0,Left Winger,0.25,179,69,42,68,12,31,1,0,0,0,0,1,1986
slobodan-rajkovic,Slobodan Rajković,Hamburger SV,Germany,03.02.1989,191.0,88.0,Center Back,0.0,134,58,33,43,4,19,0,2,0,1,0,0,1989
sofian-chahed,Sofian Chahed,Hannover 96,Germany,18.04.1983,178.0,73.0,Defensive Midfielder,0.25,237,103,58,76,9,35,2,1,0,1,0,0,1983
sofiane-feghouli,Sofiane Féghouli,Valencia CF,Spain,26.12.1989,178.0,71.0,Right Midfielder,0.5,187,71,48,68,25,31,3,0,0,0,0,1,1989
sokratis-papastathopoulos,Sokratis Papastathopoulos,Werder Bremen,Germany,09.06.1988,185.0,82.0,Center Back,0.25,260,128,60,72,8,62,7,1,0,1,0,0,1988
soldado, Soldado,Valencia CF,Spain,27.05.1985,179.0,72.0,Center Forward,0.0,317,148,67,102,149,80,0,3,0,0,0,1,1985
sonny-kittel,Sonny Kittel,Eintracht Frankfurt,Germany,06.01.1993,178.0,65.0,Attacking Midfielder,0.0,53,23,9,21,12,6,0,0,0,1,0,0,1993
sotirios-kyrgiakos,Sotirios Kyrgiakos,VfL Wolfsburg,Germany,23.07.1979,193.0,88.0,Center Back,0.25,284,125,74,85,18,49,3,3,0,1,0,0,1979
soufian-benyamina,Soufian Benyamina,VfB Stuttgart,Germany,02.03.1990,189.0,78.0,Center Forward,0.375,161,55,56,50,41,8,0,1,0,1,0,0,1990
souleymane-camara,Souleymane Camara,Montpellier HSC,France,22.12.1982,174.0,72.0,Right Winger,0.875,334,139,93,102,56,27,0,0,0,0,1,0,1982
souleymane-diawara,Souleymane Diawara,Olympique Marseille,France,24.12.1978,185.0,74.0,Center Back,1.0,428,185,103,140,18,76,3,3,0,0,1,0,1978
srdjan-lakic,Srđan Lakić,VfL Wolfsburg,Germany,02.10.1983,186.0,82.0,Center Forward,0.0,205,81,51,73,60,26,0,1,0,1,0,0,1983
steed-malbranque,Steed Malbranque,Olympique Lyon,France,06.01.1980,173.0,72.0,Attacking Midfielder,0.25,578,234,148,196,70,48,0,0,0,0,1,0,1980
stefan-aigner,Stefan Aigner,Eintracht Frankfurt,Germany,20.08.1987,185.0,72.0,Right Midfielder,0.0,226,85,56,85,48,37,1,1,0,1,0,0,1987
stefan-babovic,Stefan Babović,Real Zaragoza,Spain,07.01.1987,180.0,72.0,Attacking Midfielder,0.0,144,82,20,42,19,24,3,1,0,0,0,1,1987
stefan-bell,Stefan Bell,1. FSV Mainz 05,Germany,24.08.1991,192.0,86.0,Center Back,0.0,144,65,34,45,12,19,1,0,0,1,0,0,1991
stefan-kiessling,Stefan Kießling,Bayer Leverkusen,Germany,25.01.1984,191.0,80.0,Center Forward,0.0,412,186,82,144,149,42,0,2,0,1,0,0,1984
stefan-reinartz,Stefan Reinartz,Bayer Leverkusen,Germany,01.01.1989,189.0,83.0,Center Back,0.0,237,121,54,62,12,51,0,0,0,1,0,0,1989
stefan-reisinger,Stefan Reisinger,Fortuna Düsseldorf,Germany,14.09.1981,185.0,82.0,Center Forward,0.125,335,117,76,142,83,31,0,0,0,1,0,0,1981
stefan-thesker,Stefan Thesker,1899 Hoffenheim,Germany,11.04.1991,190.0,82.0,Center Back,0.25,52,25,14,13,2,10,0,0,0,1,0,0,1991
stefano-celozzi,Stefano Celozzi,Eintracht Frankfurt,Germany,02.11.1988,171.0,65.0,Right Fullback,0.0,199,78,52,69,3,10,0,1,0,1,0,0,1988
stelios-malezas,Stelios Malezas,Fortuna Düsseldorf,Germany,11.03.1985,192.0,80.0,Center Back,0.25,171,85,41,45,4,28,0,0,0,1,0,0,1985
stephan-andersen,Stephan Andersen,Évian Thonon Gaillard,France,26.11.1981,188.0,82.0,Goalkeeper,0.0,252,102,55,95,0,5,0,0,0,0,1,0,1981
stephan-fuerstner,Stephan Fürstner,SpVgg Greuther Fürth,Germany,11.09.1987,178.0,71.0,Defensive Midfielder,0.0,241,92,72,77,14,36,1,1,0,1,0,0,1987
stephan-hain,Stephan Hain,FC Augsburg,Germany,27.09.1988,180.0,75.0,Center Forward,0.125,102,36,31,35,17,7,0,0,0,1,0,0,1988
stephan-schroeck,Stephan Schröck,1899 Hoffenheim,Germany,21.08.1986,170.0,68.0,Right Midfielder,0.25,229,103,50,76,9,49,4,0,0,1,0,0,1986
stephane-mbia,Stéphane Mbia,Queens Park Rangers,England,20.05.1986,189.0,82.0,Defensive Midfielder,0.875,302,132,85,85,18,77,2,6,1,0,0,0,1986
stephane-sessegnon,Stéphane Sessegnon,Sunderland AFC,England,01.06.1984,172.0,72.0,Right Midfielder,0.75,303,101,89,113,41,38,0,5,1,0,0,0,1984
stephen-ireland,Stephen Ireland,Aston Villa,England,22.08.1986,175.0,68.0,Attacking Midfielder,0.25,270,96,62,112,31,19,0,1,1,0,0,0,1986
stephen-kelly,Stephen Kelly,Fulham FC,England,06.09.1983,181.0,77.0,Right Fullback,0.25,290,111,70,109,2,22,0,1,1,0,0,0,1983
stephen-warnock,Stephen Warnock,Bolton Wanderers,England,12.12.1981,183.0,77.0,Left Fullback,0.0,400,159,107,134,16,71,1,1,1,0,0,0,1981
steve-mandanda,Stéve Mandanda,Olympique Marseille,France,28.03.1985,185.0,82.0,Goalkeeper,0.875,350,167,86,97,0,10,1,1,0,0,1,0,1985
steven-caulker,Steven Caulker,Tottenham Hotspur,England,29.12.1991,191.0,76.0,Center Back,0.625,186,63,43,80,12,12,0,0,1,0,0,0,1991
steven-cherundolo,Steven Cherundolo,Hannover 96,Germany,19.02.1979,172.0,69.0,Right Fullback,0.125,491,206,112,173,9,73,5,1,0,1,0,0,1979
steven-davis_2,Steven Davis,Southampton FC,England,01.01.1985,170.0,60.0,Defensive Midfielder,0.0,443,189,115,139,39,21,0,0,1,0,0,0,1985
steven-gerrard,Steven Gerrard,Liverpool FC,England,30.05.1980,188.0,83.0,Center Midfielder,0.0,765,418,176,171,194,76,4,3,1,0,0,0,1980
steven-naismith,Steven Naismith,Everton FC,England,14.09.1986,175.0,72.0,Center Forward,0.0,324,165,68,91,76,43,0,0,1,0,0,0,1986
steven-pienaar,Steven Pienaar,Everton FC,England,17.03.1982,176.0,66.0,Attacking Midfielder,0.5,421,203,109,109,45,64,3,1,1,0,0,0,1982
steven-reid,Steven Reid,West Bromwich Albion,England,10.03.1981,180.0,75.0,Right Fullback,0.5,266,97,71,98,19,50,0,1,1,0,0,0,1981
steven-sidwell,Steven Sidwell,Fulham FC,England,14.12.1982,178.0,70.0,Center Midfielder,0.25,399,187,90,122,57,67,2,2,1,0,0,0,1982
steven-whittaker,Steven Whittaker,Norwich City,England,16.06.1984,186.0,87.0,Right Fullback,0.125,387,191,79,117,28,47,2,1,1,0,0,0,1984
stewart-downing,Stewart Downing,Liverpool FC,England,22.07.1984,182.0,70.0,Left Midfielder,0.125,481,188,121,172,44,12,0,0,1,0,0,0,1984
stilian-petrov,Stilian Petrov,Aston Villa,England,05.07.1979,180.0,77.0,Center Midfielder,0.25,465,234,112,119,52,74,1,0,1,0,0,0,1979
stuart-taylor,Stuart Taylor,Reading FC,England,28.11.1980,195.0,86.0,Goalkeeper,0.125,69,29,18,22,0,1,0,0,1,0,0,0,1980
susaeta_3, Susaeta,Athletic Bilbao,Spain,14.12.1987,179.0,68.0,Right Winger,0.0,293,116,70,107,42,40,2,0,0,0,0,1,1987
sven-bender,Sven Bender,Borussia Dortmund,Germany,27.04.1989,185.0,72.0,Defensive Midfielder,0.0,258,131,63,64,8,34,0,0,0,1,0,0,1989
sven-schipplock,Sven Schipplock,1899 Hoffenheim,Germany,08.11.1988,185.0,79.0,Center Forward,0.25,198,69,50,79,68,33,1,1,0,1,0,0,1988
sven-ulreich,Sven Ulreich,VfB Stuttgart,Germany,03.08.1988,189.0,80.0,Goalkeeper,0.25,265,109,59,97,0,18,0,0,0,1,0,0,1988
sylvain-armand,Sylvain Armand,Paris Saint-Germain,France,01.08.1980,182.0,82.0,Left Fullback,0.0,494,206,133,155,20,64,3,5,0,0,1,0,1980
sylvain-distin,Sylvain Distin,Everton FC,England,16.12.1977,191.0,85.0,Center Back,0.875,562,220,145,197,11,51,1,1,1,0,0,0,1977
sylvain-marchal,Sylvain Marchal,SC Bastia,France,10.02.1980,184.0,80.0,Center Back,0.25,286,95,87,104,7,68,1,0,0,0,1,0,1980
sylvain-marveaux,Sylvain Marveaux,Newcastle United,England,15.04.1986,172.0,64.0,Left Midfielder,0.5,170,60,48,62,20,10,0,0,1,0,0,0,1986
szabolcs-huszti,Szabolcs Huszti,Hannover 96,Germany,18.04.1983,173.0,72.0,Right Midfielder,0.0,297,127,67,103,61,50,2,2,0,1,0,0,1983
takashi-inui,Takashi Inui,Eintracht Frankfurt,Germany,02.06.1988,169.0,59.0,Attacking Midfielder,0.375,151,63,33,55,27,17,2,0,0,1,0,0,1988
takashi-usami,Takashi Usami,1899 Hoffenheim,Germany,06.05.1992,178.0,69.0,Attacking Midfielder,0.5,104,45,18,41,23,5,0,0,0,1,0,0,1992
tamas-hajnal,Tamás Hajnal,VfB Stuttgart,Germany,15.03.1981,170.0,67.0,Attacking Midfielder,0.25,348,129,89,130,59,40,1,0,0,1,0,0,1981
teemu-pukki,Teemu Pukki,FC Schalke 04,Germany,29.03.1990,180.0,78.0,Center Forward,0.0,162,77,28,57,44,7,0,0,0,1,0,0,1990
thanos-petsos,Thanos Petsos,SpVgg Greuther Fürth,Germany,05.06.1991,184.0,80.0,Defensive Midfielder,0.0,154,67,37,50,18,26,0,1,0,1,0,0,1991
theo-walcott,Theo Walcott,Arsenal FC,England,16.03.1989,170.0,68.0,Center Forward,0.5,355,204,75,76,82,13,0,0,1,0,0,0,1989
theodor-gebre-selassie,Theodor Gebre Selassie,Werder Bremen,Germany,24.12.1986,181.0,71.0,Right Fullback,0.625,194,81,48,65,11,15,0,0,0,1,0,0,1986
thiago-motta, Thiago Motta,Paris Saint-Germain,France,28.08.1982,186.0,75.0,Center Midfielder,0.25,349,210,77,62,37,92,3,9,0,0,1,0,1982
thiago-silva, Thiago Silva,Paris Saint-Germain,France,22.09.1984,183.0,79.0,Center Back,0.25,304,172,78,54,21,28,0,2,0,0,1,0,1984
thiago_17, Thiago,FC Barcelona,Spain,11.04.1991,172.0,71.0,Attacking Midfielder,0.5,164,125,21,18,20,16,1,0,0,0,0,1,1991
thibaut-courtois,Thibaut Courtois,Atlético Madrid,Spain,11.05.1992,199.0,88.0,Goalkeeper,0.25,210,130,47,33,0,6,0,1,0,0,0,1,1992
thierry-doubai,Thierry Doubaï,FC Sochaux,France,01.07.1988,180.0,75.0,Defensive Midfielder,0.875,134,67,25,42,5,12,1,0,0,0,1,0,1988
thomas-kahlenberg,Thomas Kahlenberg,VfL Wolfsburg,Germany,20.03.1983,183.0,72.0,Attacking Midfielder,0.0,275,117,60,98,32,23,0,2,0,1,0,0,1983
thomas-kleine,Thomas Kleine,SpVgg Greuther Fürth,Germany,28.12.1977,191.0,82.0,Center Back,0.0,354,151,76,127,25,42,1,2,0,1,0,0,1977
thomas-mueller,Thomas Müller,Bayern München,Germany,13.09.1989,186.0,74.0,Attacking Midfielder,0.125,355,243,59,53,142,17,1,0,0,1,0,0,1989
thomas-soerensen,Thomas Sørensen,Stoke City,England,12.06.1976,195.0,89.0,Goalkeeper,0.25,511,196,135,180,0,10,0,0,1,0,0,0,1976
thomas-vermaelen,Thomas Vermaelen,Arsenal FC,England,14.11.1985,180.0,73.0,Center Back,0.0,347,193,57,97,27,54,1,3,1,0,0,0,1985
thorben-marx,Thorben Marx,Bor. Mönchengladbach,Germany,01.06.1981,184.0,83.0,Defensive Midfielder,0.25,317,136,75,106,17,56,0,0,0,1,0,0,1981
tiago_3, Tiago,Atlético Madrid,Spain,02.05.1981,183.0,71.0,Attacking Midfielder,0.0,390,230,85,75,36,92,0,2,0,0,0,1,1981
tim-hoogland,Tim Hoogland,VfB Stuttgart,Germany,11.06.1985,183.0,75.0,Right Fullback,0.0,154,82,34,38,19,12,0,1,0,1,0,0,1985
tim-howard,Tim Howard,Everton FC,England,06.03.1979,195.0,88.0,Goalkeeper,0.25,515,251,129,135,1,18,0,1,1,0,0,0,1979
tim-krul,Tim Krul,Newcastle United,England,03.04.1988,188.0,74.0,Goalkeeper,0.25,180,77,35,68,0,12,0,1,1,0,0,0,1988
tim-wiese,Tim Wiese,1899 Hoffenheim,Germany,17.12.1981,193.0,100.0,Goalkeeper,0.25,387,163,84,140,0,27,1,3,0,1,0,0,1981
timmy-simons,Timmy Simons,1. FC Nürnberg,Germany,11.12.1976,186.0,79.0,Defensive Midfielder,0.0,595,322,125,148,68,46,0,1,0,1,0,0,1976
timo-gebhart,Timo Gebhart,1. FC Nürnberg,Germany,12.04.1989,182.0,83.0,Attacking Midfielder,0.25,177,82,38,57,21,45,2,0,0,1,0,0,1989
timo-hildebrand,Timo Hildebrand,FC Schalke 04,Germany,05.04.1979,186.0,80.0,Goalkeeper,0.0,438,200,99,139,0,14,0,0,0,1,0,0,1979
timor_2, Timor,CA Osasuna,Spain,17.01.1989,185.0,77.0,Center Midfielder,0.0,80,19,30,31,9,28,1,0,0,0,0,1,1989
timothee-kolodziejczak,Timothée Kolodziejczak,OGC Nice,France,01.10.1991,181.0,69.0,Left Fullback,0.375,101,49,18,34,2,17,0,0,0,0,1,0,1991
timothy-chandler,Timothy Chandler,1. FC Nürnberg,Germany,29.03.1990,186.0,81.0,Right Midfielder,0.5,191,64,52,75,16,28,1,1,0,1,0,0,1990
tino-costa,Tino Costa,Valencia CF,Spain,09.01.1985,176.0,75.0,Attacking Midfielder,0.25,207,105,48,54,33,64,1,2,0,0,0,1,1985
titus-bramble,Titus Bramble,Sunderland AFC,England,21.07.1981,187.0,87.0,Center Back,0.875,365,146,85,134,15,71,1,1,1,0,0,0,1981
tobias-levels,Tobias Levels,Fortuna Düsseldorf,Germany,22.11.1986,186.0,81.0,Right Fullback,0.25,218,74,57,87,2,53,1,1,0,1,0,0,1986
tobias-mikkelsen,Tobias Mikkelsen,SpVgg Greuther Fürth,Germany,18.09.1986,179.0,72.0,Right Winger,0.125,167,75,37,55,20,19,0,0,0,1,0,0,1986
tobias-steffen,Tobias Steffen,Bayer Leverkusen,Germany,03.06.1992,175.0,67.0,Center Forward,0.125,148,72,22,54,52,14,1,0,0,1,0,0,1992
tobias-werner,Tobias Werner,FC Augsburg,Germany,19.07.1985,176.0,66.0,Left Midfielder,0.0,257,97,61,99,43,51,0,0,0,1,0,0,1985
toifilou-maoulida,Toifilou Maoulida,SC Bastia,France,08.06.1979,184.0,77.0,Center Forward,0.75,448,157,122,169,99,44,2,2,0,0,1,0,1979
tolgay-arslan,Tolgay Arslan,Hamburger SV,Germany,16.08.1990,180.0,77.0,Attacking Midfielder,0.25,156,63,32,61,41,29,0,1,0,1,0,0,1990
tom-huddlestone,Tom Huddlestone,Tottenham Hotspur,England,28.12.1986,188.0,80.0,Defensive Midfielder,0.5,369,162,93,114,21,49,1,4,1,0,0,0,1986
tom-mickel,Tom Mickel,Hamburger SV,Germany,19.04.1989,186.0,81.0,Goalkeeper,0.25,94,44,21,29,0,2,0,0,0,1,0,0,1989
tom-starke,Tom Starke,Bayern München,Germany,18.03.1981,194.0,91.0,Goalkeeper,0.375,276,105,63,108,0,7,0,0,0,1,0,0,1981
tom-trybull,Tom Trybull,Werder Bremen,Germany,09.03.1993,181.0,72.0,Defensive Midfielder,0.125,110,42,30,38,3,18,2,0,0,1,0,0,1993
tomas-pekhart,Tomáš Pekhart,1. FC Nürnberg,Germany,26.05.1989,194.0,80.0,Center Forward,0.125,197,83,46,68,58,26,1,0,0,1,0,0,1989
tomas-rincon,Tomás Rincón,Hamburger SV,Germany,13.01.1988,175.0,75.0,Defensive Midfielder,0.25,177,61,44,72,0,43,2,2,0,1,0,0,1988
tomas-rosicky,Tomáš Rosický,Arsenal FC,England,04.10.1980,178.0,67.0,Attacking Midfielder,0.0,500,255,110,135,71,62,3,0,1,0,0,0,1980
tomer-hemed,Tomer Hemed,RCD Mallorca,Spain,02.05.1987,183.0,81.0,Center Forward,0.5,112,34,27,51,32,9,0,0,0,0,0,1,1987
toni-doblas, Toni Doblas,Real Zaragoza,Spain,05.08.1980,184.0,78.0,Goalkeeper,0.25,189,67,55,67,0,24,1,1,0,0,0,1,1980
toni-kroos,Toni Kroos,Bayern München,Germany,04.01.1990,182.0,78.0,Attacking Midfielder,0.0,318,206,59,53,45,40,0,0,0,1,0,0,1990
toni_12, Toni,Celta Vigo,Spain,04.04.1990,175.0,69.0,Left Midfielder,0.25,88,34,20,34,5,13,0,0,0,0,0,1,1990
tono, Toño,Granada CF,Spain,17.12.1979,182.0,82.0,Goalkeeper,0.0,214,65,64,85,0,21,0,5,0,0,0,1,1979
tony-hibbert,Tony Hibbert,Everton FC,England,20.02.1981,172.0,70.0,Right Fullback,0.0,318,140,71,107,0,47,1,2,1,0,0,0,1981
tony-jantschke,Tony Jantschke,Bor. Mönchengladbach,Germany,07.04.1990,177.0,74.0,Right Fullback,0.125,185,92,42,51,11,22,1,0,0,1,0,0,1990
toquero, Toquero,Athletic Bilbao,Spain,09.08.1984,182.0,79.0,Center Forward,0.125,212,88,48,76,28,32,0,0,0,0,0,1,1984
torsten-oehrl,Torsten Oehrl,FC Augsburg,Germany,07.01.1986,191.0,84.0,Center Forward,0.0,225,76,62,87,55,21,0,1,0,1,0,0,1986
tranquillo-barnetta,Tranquillo Barnetta,FC Schalke 04,Germany,22.05.1985,178.0,68.0,Left Midfielder,0.125,380,168,94,118,40,44,2,0,0,1,0,0,1985
trashorras, Trashorras,Rayo Vallecano,Spain,28.02.1981,179.0,71.0,Attacking Midfielder,0.125,219,75,53,91,22,37,1,0,0,0,0,1,1981
tripy-makonda,Tripy Makonda,Stade Brest,France,24.01.1990,180.0,70.0,Left Fullback,0.875,61,23,18,20,0,9,0,1,0,0,1,0,1990
tulio, Tulio,Lille OSC,France,31.01.1985,191.0,83.0,Center Forward,0.25,199,91,53,55,49,15,3,0,0,0,1,0,1985
tunay-torun,Tunay Torun,VfB Stuttgart,Germany,21.04.1990,179.0,75.0,Right Winger,0.25,156,47,47,62,25,21,1,1,0,1,0,0,1990
vaclav-pilar,Václav Pilař,VfL Wolfsburg,Germany,13.10.1988,170.0,69.0,Right Winger,0.125,92,44,24,24,16,11,0,0,0,1,0,0,1988
vadim-demidov,Vadim Demidov,Eintracht Frankfurt,Germany,10.10.1986,185.0,80.0,Center Back,0.25,188,80,43,65,7,25,2,0,0,1,0,0,1986
valera, Valera,Getafe CF,Spain,21.12.1984,184.0,76.0,Right Fullback,0.25,216,67,54,95,10,45,2,0,0,0,0,1,1984
valeron, Valerón,Deportivo La Coruña,Spain,17.06.1975,180.0,72.0,Attacking Midfielder,0.125,586,264,136,186,50,37,0,0,0,0,0,1,1975
vasilis-pliatsikas,Vasilis Pliatsikas,FC Schalke 04,Germany,14.04.1988,174.0,73.0,Defensive Midfielder,0.125,96,50,28,18,2,22,3,0,0,1,0,0,1988
vedad-ibisevic,Vedad Ibišević,VfB Stuttgart,Germany,06.08.1984,188.0,80.0,Center Forward,0.25,312,125,65,122,127,47,0,4,0,1,0,0,1984
vegar-hedenstad,Vegar Hedenstad,SC Freiburg,Germany,26.06.1991,178.0,74.0,Left Fullback,0.25,146,58,31,57,6,13,0,1,0,1,0,0,1991
verdu, Verdú,Espanyol Barcelona,Spain,05.05.1983,176.0,72.0,Attacking Midfielder,0.25,278,92,67,119,37,35,0,0,0,0,0,1,1983
victor-alvarez, Víctor Álvarez,Espanyol Barcelona,Spain,14.03.1993,178.0,69.0,Left Fullback,0.125,30,9,9,12,1,3,1,1,0,0,0,1,1993
victor-anichebe,Victor Anichebe,Everton FC,England,28.04.1988,185.0,77.0,Center Forward,0.75,200,86,57,57,30,16,1,0,1,0,0,0,1988
victor-montano,Victor Montaño,Stade Rennes,France,01.05.1984,177.0,76.0,Center Forward,1.0,213,85,59,69,53,45,0,2,0,0,1,0,1984
victor-perez_2, Víctor Pérez,Real Valladolid,Spain,12.01.1988,176.0,71.0,Center Midfielder,0.125,131,47,46,38,13,19,0,0,0,0,0,1,1988
victor-ruiz_2, Víctor Ruiz,Valencia CF,Spain,25.01.1989,184.0,80.0,Center Back,0.25,141,70,30,41,5,43,2,1,0,0,0,1,1989
victor-sanchez, Víctor Sánchez,Espanyol Barcelona,Spain,08.09.1987,174.0,73.0,Defensive Midfielder,0.25,165,49,42,74,10,56,4,2,0,0,0,1,1987
victor-valdes, Víctor Valdés,FC Barcelona,Spain,14.01.1982,183.0,78.0,Goalkeeper,0.25,542,364,111,67,0,32,1,2,0,0,0,1,1982
victor_12, Víctor,RCD Mallorca,Spain,28.02.1985,180.0,77.0,Center Forward,0.125,282,98,74,110,60,48,1,2,0,0,0,1,1985
vieirinha, Vieirinha,VfL Wolfsburg,Germany,24.01.1986,173.0,73.0,Right Midfielder,0.125,222,104,57,61,32,27,2,1,0,1,0,0,1986
viktor-klonaridis,Viktor Klonaridis,Lille OSC,France,28.07.1992,178.0,70.0,Attacking Midfielder,0.25,64,31,13,20,15,4,1,0,0,0,1,0,1992
vincent-kompany,Vincent Kompany,Manchester City,England,10.04.1986,190.0,85.0,Center Back,0.5,445,242,92,111,25,72,3,5,1,0,0,0,1986
vincent-muratori,Vincent Muratori,AS Nancy,France,03.08.1987,178.0,65.0,Left Fullback,0.125,120,47,38,35,0,21,1,2,0,0,1,0,1987
vito-mannone,Vito Mannone,Arsenal FC,England,02.03.1988,187.0,80.0,Goalkeeper,0.0,102,47,24,31,0,2,0,0,1,0,0,0,1988
vurnon-anita,Vurnon Anita,Newcastle United,England,04.04.1989,166.0,63.0,Defensive Midfielder,1.0,218,115,43,60,7,22,1,1,1,0,0,0,1989
wakaso-mubarak,Wakaso Mubarak,Espanyol Barcelona,Spain,25.07.1990,171.0,72.0,Left Midfielder,1.0,144,49,41,54,11,64,4,3,0,0,0,1,1990
wayne-rooney,Wayne Rooney,Manchester United,England,24.10.1985,178.0,78.0,Center Forward,0.0,607,370,115,122,271,108,2,3,1,0,0,0,1985
wes-brown,Wes Brown,Sunderland AFC,England,13.10.1979,185.0,75.0,Right Fullback,0.25,428,257,83,88,7,44,1,3,1,0,0,0,1979
wesley-jobello,Wesley Jobello,Olympique Marseille,France,23.01.1994,179.0,68.0,Left Winger,0.75,3,0,0,3,0,0,0,0,0,0,1,0,1994
william-gallas,William Gallas,Tottenham Hotspur,England,17.08.1977,181.0,72.0,Center Back,1.0,655,344,174,137,41,71,0,3,1,0,0,0,1977
william-kvist,William Kvist,VfB Stuttgart,Germany,24.02.1985,184.0,78.0,Center Midfielder,0.0,321,165,69,87,10,37,0,0,0,1,0,0,1985
wilson-palacios,Wilson Palacios,Stoke City,England,29.07.1984,178.0,71.0,Defensive Midfielder,0.75,256,103,64,89,4,56,1,3,1,0,0,0,1984
winston-reid,Winston Reid,West Ham United,England,03.07.1988,190.0,87.0,Center Back,0.375,192,82,40,70,10,38,1,1,1,0,0,0,1988
wojciech-szczesny,Wojciech Szczęsny,Arsenal FC,England,18.04.1990,195.0,75.0,Goalkeeper,0.125,203,105,47,51,0,11,0,2,1,0,0,0,1990
wolfgang-hesl,Wolfgang Hesl,SpVgg Greuther Fürth,Germany,13.01.1986,186.0,87.0,Goalkeeper,0.125,181,70,44,67,0,3,0,0,0,1,0,0,1986
xabi-alonso, Xabi Alonso,Real Madrid,Spain,25.11.1981,183.0,77.0,Defensive Midfielder,0.25,673,427,125,121,50,163,3,1,0,0,0,1,1981
xabi-prieto, Xabi Prieto,Real Sociedad,Spain,29.08.1983,186.0,76.0,Right Midfielder,0.25,329,121,85,123,47,36,1,1,0,0,0,1,1983
xavi, Xavi,FC Barcelona,Spain,25.01.1980,170.0,68.0,Attacking Midfielder,0.0,816,527,167,122,96,59,2,0,0,0,0,1,1980
xherdan-shaqiri,Xherdan Shaqiri,Bayern München,Germany,10.10.1991,169.0,72.0,Left Midfielder,0.25,224,150,39,35,47,23,0,1,0,1,0,0,1991
xisco_2, Xisco,Newcastle United,England,26.06.1986,188.0,85.0,Center Forward,0.25,166,68,28,70,46,26,0,0,1,0,0,0,1986
yacine-brahimi,Yacine Brahimi,Granada CF,Spain,08.02.1990,175.0,65.0,Attacking Midfielder,0.625,149,59,30,60,19,20,2,0,0,0,0,1,1990
yann-mvila,Yann M'Vila,Stade Rennes,France,26.06.1990,169.0,56.0,Defensive Midfielder,0.5,203,91,52,60,4,29,1,1,0,0,1,0,1990
yannick-djalo, Yannick Djaló,Toulouse FC,France,05.05.1986,171.0,62.0,Center Forward,0.75,167,73,46,48,29,10,0,0,0,0,1,0,1986
yannik-schulze,Yannik Schulze,Hannover 96,Germany,05.02.1995,186.0,77.0,Center Back,0.0,49,20,12,17,3,8,0,0,0,1,0,0,1995
yassine-jebbour,Yassine Jebbour,Stade Rennes,France,24.08.1991,181.0,70.0,Left Fullback,0.625,54,16,15,23,0,2,1,2,0,0,1,0,1991
yaya-toure,Yaya Touré,Manchester City,England,13.05.1983,191.0,90.0,Defensive Midfielder,1.0,448,255,83,110,79,82,0,1,1,0,0,0,1983
yoan-gouffran,Yoan Gouffran,Girondins Bordeaux,France,25.05.1986,175.0,70.0,Right Winger,0.5,269,121,67,81,59,18,0,1,0,0,1,0,1986
yoann-gourcuff,Yoann Gourcuff,Olympique Lyon,France,11.07.1986,185.0,79.0,Attacking Midfielder,0.125,341,178,73,90,51,31,0,2,0,0,1,0,1986
yohan-cabaye,Yohan Cabaye,Newcastle United,England,14.01.1986,175.0,69.0,Defensive Midfielder,0.0,372,178,106,88,56,86,1,1,1,0,0,0,1986
yohandry-orozco,Yohandry Orozco,VfL Wolfsburg,Germany,19.03.1991,164.0,55.0,Attacking Midfielder,0.5,67,25,22,20,14,4,0,0,0,1,0,0,1991
yossi-benayoun,Yossi Benayoun,West Ham United,England,05.05.1980,178.0,70.0,Attacking Midfielder,0.25,456,201,105,150,88,31,1,0,1,0,0,0,1980
younes-belhanda,Younès Belhanda,Montpellier HSC,France,25.02.1990,174.0,75.0,Attacking Midfielder,0.25,173,77,42,54,37,32,2,3,0,0,1,0,1990
younes-kaboul,Younes Kaboul,Tottenham Hotspur,England,04.01.1986,190.0,87.0,Center Back,0.5,252,110,61,81,18,25,4,2,1,0,0,0,1986
youssef-el-arabi,Youssef El-Arabi,Granada CF,Spain,03.02.1987,180.0,75.0,Center Forward,0.625,159,52,47,60,57,15,0,0,0,0,0,1,1987
yunus-malli,Yunus Malli,1. FSV Mainz 05,Germany,24.02.1992,179.0,70.0,Attacking Midfielder,0.125,131,59,32,40,24,4,0,0,0,1,0,0,1992
